,Carrier_Code,Origin_Airport,Flight_Season,Flight_Month,Flight_Week,Flight_Day,Scheduled_Departure_Time,Actual_Departure_Time,Departure_Delay,Dep_Temp_3,Dep_Pressure_3,Dep_Humidity_3,Dep_Wind_Speed_3,Dep_Wind_Deg_3,Dep_Clouds_3,Dep_Rain_3,Airport_Abbr,Lat_N,Lng_W,GMT,Carrier_Abbr
184,8,212.0,3,7,28,16,12,14,148.0,2.0,3.0,8.0,0,0.0,2.0,0.0,IAH,29.99,95.33,-6.0,UA
185,8,220.0,3,8,31,5,9,9,-7.0,1.0,3.0,8.0,3,17.0,4.0,0.0,MCO,28.41,81.3,-5.0,UA
186,8,220.0,1,1,4,27,14,13,-9.0,0.0,4.0,10.0,3,18.0,9.0,0.0,MCO,28.41,81.3,-5.0,UA
187,8,217.0,3,7,26,2,22,22,3.0,2.0,0.0,7.0,5,26.0,4.0,0.0,LAX,33.94,118.4,-8.0,UA
188,8,222.0,1,2,6,14,14,14,-3.0,-8.0,5.0,7.0,6,5.0,9.0,0.0,DEN,39.85,104.67,-7.0,UA
189,8,206.0,2,5,21,27,12,11,-4.0,1.0,7.0,7.0,2,14.0,0.0,0.0,TPA,27.97,82.53,-5.0,UA
190,8,207.0,2,4,13,1,7,7,0.0,-1.0,-4.0,10.0,2,16.0,9.0,0.0,EWR,40.68,74.17,-5.0,UA
191,8,215.0,2,3,13,29,9,9,-4.0,-3.0,8.0,5.0,3,26.0,0.0,0.0,ORD,41.98,87.9,-6.0,UA
192,8,194.0,3,7,30,31,6,8,129.0,1.0,1.0,4.0,3,32.0,0.0,0.0,LGA,40.77,73.87,-5.0,UA
193,8,212.0,3,6,25,27,16,17,53.0,2.0,1.0,8.0,3,5.0,7.0,0.0,IAH,29.99,95.33,-6.0,UA
194,8,211.0,2,5,21,28,17,16,-1.0,2.0,6.0,6.0,4,16.0,4.0,0.0,MIA,25.79,80.27,-5.0,UA
195,8,193.0,3,6,24,19,7,7,14.0,2.0,6.0,8.0,2,8.0,0.0,0.0,RSW,26.53,81.75,-5.0,UA
196,8,219.0,3,8,31,8,6,6,10.0,4.0,-4.0,1.0,3,15.0,0.0,0.0,LAS,36.08,115.15,-8.0,UA
197,8,193.0,2,5,18,3,11,10,-1.0,1.0,2.0,8.0,3,15.0,7.0,0.0,RSW,26.53,81.75,-5.0,UA
198,8,222.0,3,6,25,26,15,16,30.0,-1.0,7.0,9.0,4,26.0,7.0,0.0,DEN,39.85,104.67,-7.0,UA
199,8,215.0,3,8,31,6,18,18,21.0,1.0,1.0,7.0,3,22.0,9.0,0.0,ORD,41.98,87.9,-6.0,UA
200,8,204.0,1,2,8,26,11,11,-9.0,-4.0,5.0,8.0,3,15.0,4.0,0.0,MSP,44.88,93.22,-6.0,UA
201,8,222.0,3,6,22,3,13,15,81.0,-1.0,6.0,7.0,4,18.0,2.0,0.0,DEN,39.85,104.67,-7.0,UA
202,8,220.0,3,7,28,18,12,12,50.0,1.0,7.0,7.0,0,0.0,2.0,0.0,MCO,28.41,81.3,-5.0,UA
203,8,189.0,3,8,32,9,16,15,-6.0,2.0,5.0,7.0,4,12.0,4.0,0.0,SJU,18.43,65.99,-4.0,UA
204,8,222.0,2,3,11,21,9,9,0.0,-2.0,-7.0,3.0,9,20.0,0.0,0.0,DEN,39.85,104.67,-7.0,UA
205,8,212.0,2,3,10,14,17,16,-3.0,1.0,1.0,9.0,1,16.0,10.0,0.0,IAH,29.99,95.33,-6.0,UA
206,8,222.0,1,2,6,12,9,9,-5.0,-6.0,5.0,8.0,6,8.0,9.0,0.0,DEN,39.85,104.67,-7.0,UA
207,8,207.0,3,8,32,14,20,21,80.0,3.0,4.0,5.0,6,30.0,7.0,0.0,EWR,40.68,74.17,-5.0,UA
208,8,215.0,3,8,34,26,16,15,-2.0,1.0,7.0,9.0,0,0.0,2.0,0.0,ORD,41.98,87.9,-6.0,UA
209,8,212.0,2,5,19,11,19,19,6.0,2.0,2.0,5.0,7,14.0,7.0,0.0,IAH,29.99,95.33,-6.0,UA
210,8,215.0,3,6,23,12,16,16,16.0,1.0,-2.0,7.0,0,8.0,0.0,0.0,ORD,41.98,87.9,-6.0,UA
211,8,211.0,2,3,12,24,16,16,10.0,1.0,4.0,6.0,2,20.0,4.0,0.0,MIA,25.79,80.27,-5.0,UA
212,8,222.0,3,6,23,8,10,10,-5.0,0.0,-10.0,6.0,2,24.0,10.0,0.0,DEN,39.85,104.67,-7.0,UA
213,8,199.0,3,6,23,9,14,14,-7.0,-2.0,7.0,9.0,1,26.0,4.0,0.0,SFO,37.62,122.37,-8.0,UA
214,8,211.0,3,8,31,2,16,18,99.0,2.0,6.0,7.0,2,0.0,7.0,0.0,MIA,25.79,80.27,-5.0,UA
215,8,220.0,2,3,10,8,14,14,0.0,-2.0,16.0,6.0,5,35.0,2.0,0.0,MCO,28.41,81.3,-5.0,UA
216,8,206.0,3,8,34,27,16,16,-5.0,2.0,3.0,9.0,3,0.0,7.0,0.0,TPA,27.97,82.53,-5.0,UA
217,8,220.0,3,8,32,9,14,16,99.0,1.0,6.0,7.0,2,10.0,4.0,0.0,MCO,28.41,81.3,-5.0,UA
218,8,222.0,3,6,25,25,10,10,14.0,0.0,5.0,5.0,4,33.0,9.0,2.0,DEN,39.85,104.67,-7.0,UA
219,8,211.0,2,3,10,13,14,14,4.0,1.0,9.0,7.0,3,1.0,7.0,0.0,MIA,25.79,80.27,-5.0,UA
220,8,213.0,3,8,31,8,16,16,-6.0,2.0,5.0,8.0,6,10.0,7.0,4.0,FLL,26.07,80.15,-5.0,UA
221,8,212.0,3,8,32,11,18,18,31.0,3.0,6.0,6.0,3,20.0,4.0,0.0,IAH,29.99,95.33,-6.0,UA
222,8,222.0,2,3,12,26,11,11,-3.0,-3.0,-8.0,6.0,3,31.0,9.0,0.0,DEN,39.85,104.67,-7.0,UA
223,8,202.0,3,6,22,6,8,8,-10.0,2.0,4.0,5.0,8,5.0,2.0,0.0,HNL,21.31,157.92,-10.0,UA
224,8,222.0,3,8,31,2,15,17,76.0,0.0,9.0,8.0,2,25.0,4.0,0.0,DEN,39.85,104.67,-7.0,UA
225,8,199.0,2,4,17,29,18,18,16.0,-1.0,10.0,7.0,5,30.0,7.0,0.0,SFO,37.62,122.37,-8.0,UA
226,8,222.0,2,5,20,23,10,10,5.0,-1.0,4.0,10.0,3,34.0,4.0,0.0,DEN,39.85,104.67,-7.0,UA
227,8,207.0,2,3,10,13,14,15,60.0,-3.0,12.0,3.0,8,34.0,2.0,0.0,EWR,40.68,74.17,-5.0,UA
228,9,187.0,3,7,30,29,19,20,32.0,0.0,1.0,7.0,1,24.0,7.0,0.0,OAK,37.71,122.21,-8.0,WN
229,9,222.0,1,1,2,13,12,12,17.0,-3.0,3.0,3.0,5,24.0,7.0,0.0,DEN,39.85,104.67,-7.0,WN
230,9,186.0,3,6,26,30,10,11,41.0,0.0,-1.0,8.0,2,14.0,7.0,0.0,SNA,33.67,117.86,-8.0,WN
231,9,192.0,2,4,15,15,15,15,38.0,-2.0,5.0,6.0,2,30.0,0.0,0.0,PDX,45.58,122.59,-8.0,WN
232,9,219.0,3,8,31,5,9,9,8.0,4.0,-2.0,1.0,3,28.0,0.0,0.0,LAS,36.08,115.15,-8.0,WN
233,9,219.0,3,6,25,24,13,14,77.0,1.0,1.0,2.0,0,24.0,2.0,0.0,LAS,36.08,115.15,-8.0,WN
234,9,164.0,3,8,31,8,17,17,21.0,2.0,4.0,7.0,1,12.0,0.0,0.0,MYR,33.68,78.92,-5.0,WN
235,9,219.0,3,8,31,3,19,20,31.0,4.0,3.0,2.0,2,17.0,2.0,0.0,LAS,36.08,115.15,-8.0,WN
236,9,219.0,3,7,27,10,20,21,28.0,5.0,0.0,1.0,4,29.0,7.0,0.0,LAS,36.08,115.15,-8.0,WN
237,9,213.0,3,6,25,21,12,12,-2.0,2.0,4.0,10.0,2,17.0,7.0,0.0,FLL,26.07,80.15,-5.0,WN
238,9,213.0,3,7,28,15,20,20,30.0,3.0,7.0,7.0,7,9.0,2.0,0.0,FLL,26.07,80.15,-5.0,WN
239,9,185.0,3,6,24,15,20,22,129.0,1.0,5.0,6.0,5,2.0,0.0,0.0,OGG,20.89,156.43,-10.0,WN
240,9,159.0,1,2,6,14,8,8,1.0,-7.0,21.0,6.0,8,36.0,9.0,0.0,OMA,41.3,95.89,-6.0,WN
241,9,218.0,3,8,30,1,20,23,168.0,4.0,2.0,4.0,1,10.0,4.0,0.0,PHX,33.43,112.01,-7.0,WN
242,9,197.0,2,4,17,30,15,16,43.0,0.0,7.0,7.0,3,2.0,9.0,2.0,DAL,32.84,96.85,-6.0,WN
243,9,203.0,2,5,21,27,19,20,16.0,-1.0,8.0,5.0,6,6.0,7.0,0.0,MDW,41.78,87.75,-6.0,WN
244,9,222.0,3,6,22,6,20,22,133.0,2.0,-2.0,3.0,3,19.0,7.0,0.0,DEN,39.85,104.67,-7.0,WN
245,9,208.0,2,5,21,27,15,15,13.0,1.0,3.0,7.0,3,29.0,2.0,0.0,BWI,39.17,76.66,-5.0,WN
246,9,169.0,1,1,53,2,17,17,-6.0,1.0,6.0,8.0,4,20.0,9.0,0.0,JAX,30.49,81.68,-5.0,WN
247,9,194.0,3,8,34,23,15,18,150.0,1.0,-6.0,9.0,3,0.0,9.0,2.0,LGA,40.77,73.87,-5.0,WN
248,9,215.0,2,3,10,11,9,9,-5.0,0.0,-4.0,6.0,11,22.0,9.0,0.0,ORD,41.98,87.9,-6.0,WN
249,9,198.0,3,7,26,4,18,19,77.0,0.0,1.0,8.0,2,30.0,9.0,0.0,SAN,32.73,117.19,-7.0,WN
250,9,222.0,3,8,32,13,18,19,53.0,1.0,10.0,6.0,3,32.0,4.0,0.0,DEN,39.85,104.67,-7.0,WN
251,9,200.0,1,2,6,11,14,14,43.0,-3.0,7.0,8.0,7,1.0,9.0,3.0,BNA,36.12,86.67,-6.0,WN
252,9,208.0,3,6,22,5,14,14,17.0,0.0,3.0,8.0,2,24.0,2.0,0.0,BWI,39.17,76.66,-5.0,WN
253,9,223.0,2,5,20,20,15,15,3.0,0.0,15.0,8.0,3,12.0,7.0,0.0,ATL,33.64,84.42,-5.0,WN
254,9,222.0,1,2,5,7,13,13,-5.0,-3.0,-10.0,4.0,3,25.0,7.0,0.0,DEN,39.85,104.67,-7.0,WN
255,9,219.0,2,3,12,26,10,10,4.0,-1.0,-7.0,4.0,10,35.0,7.0,0.0,LAS,36.08,115.15,-8.0,WN
256,9,191.0,3,7,28,18,17,17,5.0,1.0,0.0,6.0,3,15.0,0.0,0.0,SMF,38.69,121.59,-8.0,WN
257,9,218.0,3,6,26,28,21,21,20.0,4.0,-6.0,2.0,5,13.0,2.0,0.0,PHX,33.43,112.01,-7.0,WN
258,9,208.0,3,7,27,10,21,21,25.0,2.0,2.0,5.0,1,24.0,7.0,0.0,BWI,39.17,76.66,-5.0,WN
259,9,222.0,2,3,12,22,12,12,3.0,-4.0,3.0,9.0,2,33.0,9.0,0.0,DEN,39.85,104.67,-7.0,WN
260,9,219.0,3,8,33,22,15,17,133.0,1.0,-4.0,3.0,2,26.0,0.0,0.0,LAS,36.08,115.15,-8.0,WN
261,9,220.0,3,6,23,13,21,22,47.0,1.0,1.0,7.0,12,21.0,7.0,10.0,MCO,28.41,81.3,-5.0,WN
262,9,223.0,3,8,33,20,8,8,5.0,1.0,5.0,9.0,3,30.0,7.0,0.0,ATL,33.64,84.42,-5.0,WN
263,9,169.0,3,6,26,30,14,15,47.0,1.0,8.0,10.0,2,5.0,7.0,0.0,JAX,30.49,81.68,-5.0,WN
264,9,150.0,3,8,35,30,7,7,33.0,1.0,-6.0,7.0,4,30.0,0.0,0.0,LGB,33.81,118.15,-8.0,WN
265,9,223.0,2,3,9,1,17,17,5.0,-1.0,5.0,9.0,4,30.0,9.0,0.0,ATL,33.64,84.42,-5.0,WN
266,9,185.0,3,6,22,6,18,18,11.0,1.0,4.0,7.0,6,7.0,7.0,0.0,OGG,20.89,156.43,-10.0,WN
267,9,220.0,3,6,24,20,16,17,33.0,2.0,5.0,8.0,4,20.0,9.0,0.0,MCO,28.41,81.3,-5.0,WN
268,9,219.0,2,5,20,19,17,17,28.0,1.0,-6.0,1.0,5,18.0,2.0,0.0,LAS,36.08,115.15,-8.0,WN
269,9,217.0,3,7,27,5,6,6,13.0,1.0,0.0,8.0,7,25.0,7.0,0.0,LAX,33.94,118.4,-8.0,WN
270,9,217.0,3,6,25,23,18,19,40.0,0.0,1.0,7.0,3,25.0,7.0,0.0,LAX,33.94,118.4,-8.0,WN
271,9,173.0,3,7,28,15,18,18,46.0,2.0,7.0,7.0,6,21.0,2.0,0.0,CVG,39.05,84.66,-5.0,WN
272,9,187.0,3,7,30,30,8,9,29.0,0.0,-1.0,7.0,0,18.0,0.0,0.0,OAK,37.71,122.21,-8.0,WN
273,9,203.0,2,5,18,9,21,21,-1.0,-2.0,0.0,6.0,6,3.0,7.0,0.0,MDW,41.78,87.75,-6.0,WN
274,9,219.0,3,8,31,6,13,14,52.0,3.0,-4.0,1.0,4,18.0,0.0,0.0,LAS,36.08,115.15,-8.0,WN
275,9,208.0,3,6,24,14,17,17,5.0,1.0,-2.0,6.0,3,21.0,7.0,0.0,BWI,39.17,76.66,-5.0,WN
276,9,218.0,3,8,32,9,21,22,88.0,3.0,-1.0,5.0,1,31.0,10.0,0.0,PHX,33.43,112.01,-7.0,WN
277,9,174.0,3,6,25,22,19,21,159.0,0.0,1.0,6.0,5,30.0,9.0,0.0,PIT,40.49,80.23,-5.0,WN
278,9,219.0,2,4,13,2,6,6,-1.0,1.0,1.0,0.0,1,27.0,7.0,0.0,LAS,36.08,115.15,-8.0,WN
279,9,203.0,3,6,23,7,18,19,79.0,1.0,2.0,8.0,4,21.0,9.0,7.0,MDW,41.78,87.75,-6.0,WN
280,9,192.0,3,7,30,30,13,13,8.0,1.0,0.0,6.0,0,0.0,0.0,0.0,PDX,45.58,122.59,-8.0,WN
281,9,208.0,3,7,29,19,19,19,17.0,2.0,2.0,5.0,1,31.0,0.0,0.0,BWI,39.17,76.66,-5.0,WN
282,9,173.0,3,7,28,14,14,15,36.0,0.0,10.0,9.0,2,20.0,2.0,0.0,CVG,39.05,84.66,-5.0,WN
283,9,175.0,3,6,23,10,15,16,15.0,1.0,2.0,8.0,2,12.0,7.0,0.0,IND,39.71,86.29,-5.0,WN
284,9,203.0,1,1,2,15,13,13,11.0,-3.0,-16.0,8.0,5,19.0,9.0,0.0,MDW,41.78,87.75,-6.0,WN
285,9,200.0,2,3,12,27,18,19,17.0,-1.0,4.0,9.0,5,14.0,9.0,42.0,BNA,36.12,86.67,-6.0,WN
286,9,203.0,2,5,18,6,14,14,33.0,-2.0,6.0,5.0,3,20.0,9.0,0.0,MDW,41.78,87.75,-6.0,WN
287,9,218.0,2,5,21,27,9,9,-1.0,2.0,0.0,1.0,3,25.0,2.0,0.0,PHX,33.43,112.01,-7.0,WN
288,9,220.0,2,5,19,12,18,18,25.0,3.0,5.0,6.0,4,21.0,4.0,0.0,MCO,28.41,81.3,-5.0,WN
289,9,203.0,3,6,25,24,6,6,-2.0,1.0,3.0,4.0,7,18.0,2.0,0.0,MDW,41.78,87.75,-6.0,WN
290,9,223.0,3,8,31,2,21,22,36.0,3.0,4.0,4.0,4,33.0,4.0,0.0,ATL,33.64,84.42,-5.0,WN
291,9,200.0,3,7,27,7,18,19,18.0,2.0,-2.0,6.0,0,32.0,7.0,0.0,BNA,36.12,86.67,-6.0,WN
292,9,132.0,3,7,27,10,13,14,6.0,1.0,6.0,8.0,2,22.0,10.0,0.0,ECP,30.35,85.79,-6.0,WN
293,9,175.0,3,6,26,28,20,20,14.0,3.0,9.0,5.0,5,21.0,4.0,0.0,IND,39.71,86.29,-5.0,WN
294,9,150.0,3,8,31,5,18,18,-1.0,1.0,0.0,8.0,0,0.0,2.0,0.0,LGB,33.81,118.15,-8.0,WN
295,9,197.0,3,6,24,18,21,23,122.0,3.0,1.0,5.0,3,7.0,4.0,0.0,DAL,32.84,96.85,-6.0,WN
296,9,222.0,3,8,32,12,20,20,31.0,2.0,6.0,3.0,4,1.0,2.0,0.0,DEN,39.85,104.67,-7.0,WN
297,9,208.0,2,4,13,1,11,11,20.0,-2.0,0.0,8.0,8,33.0,9.0,11.0,BWI,39.17,76.66,-5.0,WN
298,9,218.0,2,4,17,30,12,12,15.0,1.0,4.0,2.0,3,9.0,0.0,0.0,PHX,33.43,112.01,-7.0,WN
299,9,194.0,2,5,18,6,18,19,83.0,-1.0,3.0,4.0,3,0.0,2.0,0.0,LGA,40.77,73.87,-5.0,WN
300,9,203.0,3,8,32,14,12,13,32.0,0.0,8.0,7.0,2,1.0,6.0,0.0,MDW,41.78,87.75,-6.0,WN
301,9,181.0,3,6,22,1,19,19,0.0,0.0,2.0,5.0,2,10.0,2.0,0.0,SJC,37.36,121.92,-8.0,WN
302,9,181.0,3,6,22,6,7,7,42.0,0.0,-2.0,6.0,5,33.0,4.0,0.0,SJC,37.36,121.92,-8.0,WN
303,9,208.0,3,6,24,15,6,6,0.0,0.0,-4.0,9.0,4,20.0,9.0,132.0,BWI,39.17,76.66,-5.0,WN
304,9,125.0,2,5,20,18,13,13,8.0,-1.0,9.0,9.0,2,26.0,7.0,0.0,PWM,43.64,70.3,-5.0,WN
305,9,211.0,3,8,31,6,17,17,18.0,3.0,7.0,7.0,4,14.0,7.0,0.0,MIA,25.79,80.27,-5.0,WN
306,9,197.0,3,6,25,27,22,22,32.0,3.0,0.0,5.0,3,20.0,4.0,0.0,DAL,32.84,96.85,-6.0,WN
307,9,216.0,3,7,28,14,17,17,19.0,-1.0,4.0,9.0,3,21.0,9.0,0.0,SEA,47.45,122.3,-8.0,WN
308,9,189.0,2,5,21,24,15,15,-5.0,2.0,5.0,8.0,4,9.0,4.0,0.0,SJU,18.43,65.99,-4.0,WN
309,9,218.0,2,5,20,19,7,7,4.0,3.0,-7.0,1.0,5,23.0,2.0,0.0,PHX,33.43,112.01,-7.0,WN
310,9,217.0,2,3,12,25,18,19,22.0,-1.0,-1.0,8.0,3,11.0,7.0,0.0,LAX,33.94,118.4,-8.0,WN
311,9,213.0,3,6,25,25,15,15,-1.0,2.0,4.0,8.0,8,11.0,7.0,0.0,FLL,26.07,80.15,-5.0,WN
312,9,219.0,1,2,7,15,8,8,9.0,-2.0,1.0,2.0,2,0.0,4.0,0.0,LAS,36.08,115.15,-8.0,WN
313,9,218.0,2,5,20,21,8,8,-1.0,2.0,-7.0,2.0,8,20.0,9.0,0.0,PHX,33.43,112.01,-7.0,WN
314,9,203.0,3,8,33,18,20,21,27.0,2.0,5.0,6.0,6,7.0,7.0,0.0,MDW,41.78,87.75,-6.0,WN
315,9,222.0,3,7,30,31,11,11,12.0,0.0,8.0,8.0,2,25.0,9.0,0.0,DEN,39.85,104.67,-7.0,WN
316,9,220.0,3,6,25,25,20,21,61.0,2.0,7.0,7.0,3,12.0,9.0,0.0,MCO,28.41,81.3,-5.0,WN
317,9,168.0,3,8,32,10,17,19,135.0,2.0,8.0,6.0,1,13.0,0.0,0.0,SRQ,27.39,82.55,-5.0,WN
318,9,188.0,1,2,5,7,18,18,-1.0,-3.0,-1.0,10.0,3,1.0,9.0,0.0,DCA,38.85,77.04,-5.0,WN
319,9,208.0,3,8,32,14,16,18,109.0,2.0,4.0,8.0,1,23.0,0.0,0.0,BWI,39.17,76.66,-5.0,WN
320,9,218.0,3,6,23,7,16,17,57.0,1.0,-4.0,1.0,5,8.0,4.0,0.0,PHX,33.43,112.01,-7.0,WN
321,9,218.0,3,7,30,31,18,19,84.0,2.0,4.0,7.0,2,10.0,7.0,0.0,PHX,33.43,112.01,-7.0,WN
322,9,222.0,3,6,24,20,8,8,25.0,0.0,-1.0,6.0,4,19.0,2.0,0.0,DEN,39.85,104.67,-7.0,WN
323,9,150.0,3,8,31,8,7,8,51.0,0.0,-1.0,8.0,2,15.0,0.0,0.0,LGB,33.81,118.15,-8.0,WN
324,9,191.0,3,8,31,2,13,14,18.0,0.0,3.0,6.0,3,11.0,0.0,0.0,SMF,38.69,121.59,-8.0,WN
325,9,197.0,3,7,28,16,19,19,19.0,2.0,5.0,6.0,1,8.0,4.0,0.0,DAL,32.84,96.85,-6.0,WN
326,9,208.0,2,4,16,24,10,10,6.0,-2.0,5.0,6.0,2,24.0,0.0,0.0,BWI,39.17,76.66,-5.0,WN
327,9,218.0,3,8,33,21,9,9,7.0,3.0,-8.0,4.0,2,20.0,0.0,0.0,PHX,33.43,112.01,-7.0,WN
328,9,184.0,3,7,30,28,17,17,9.0,2.0,5.0,7.0,2,35.0,2.0,0.0,MSY,29.99,90.25,-6.0,WN
329,9,215.0,2,3,12,27,9,9,27.0,-3.0,6.0,8.0,2,2.0,7.0,0.0,ORD,41.98,87.9,-6.0,WN
330,9,223.0,2,4,14,10,13,14,33.0,0.0,-2.0,8.0,4,13.0,9.0,0.0,ATL,33.64,84.42,-5.0,WN
331,9,209.0,3,8,31,4,11,11,11.0,1.0,9.0,5.0,2,17.0,2.0,0.0,SLC,40.78,111.97,-7.0,WN
332,9,197.0,3,8,33,20,13,14,27.0,2.0,-1.0,7.0,0,22.0,0.0,0.0,DAL,32.84,96.85,-6.0,WN
333,9,199.0,3,8,34,26,9,9,-2.0,-1.0,3.0,8.0,6,29.0,2.0,0.0,SFO,37.62,122.37,-8.0,WN
334,9,132.0,2,5,20,21,13,14,23.0,1.0,11.0,6.0,4,6.0,0.0,0.0,ECP,30.35,85.79,-6.0,WN
335,9,222.0,2,5,21,24,6,6,4.0,-1.0,2.0,7.0,5,6.0,2.0,0.0,DEN,39.85,104.67,-7.0,WN
336,9,218.0,3,6,24,15,20,23,192.0,4.0,-4.0,1.0,2,0.0,7.0,0.0,PHX,33.43,112.01,-7.0,WN
337,9,182.0,3,7,26,3,13,13,14.0,0.0,-3.0,8.0,4,31.0,2.0,0.0,IAD,38.95,77.45,-5.0,WN
338,9,209.0,3,7,30,26,14,14,15.0,1.0,5.0,3.0,0,33.0,2.0,0.0,SLC,40.78,111.97,-7.0,WN
339,9,222.0,3,8,32,9,10,10,11.0,1.0,-3.0,4.0,3,21.0,0.0,0.0,DEN,39.85,104.67,-7.0,WN
340,9,200.0,3,7,27,9,21,22,48.0,3.0,0.0,6.0,1,29.0,4.0,0.0,BNA,36.12,86.67,-6.0,WN
341,9,203.0,3,6,24,20,13,14,16.0,0.0,-10.0,9.0,1,5.0,5.0,0.0,MDW,41.78,87.75,-6.0,WN
342,9,184.0,1,2,8,23,16,17,42.0,-2.0,10.0,7.0,2,1.0,0.0,0.0,MSY,29.99,90.25,-6.0,WN
343,9,222.0,3,8,34,29,19,19,45.0,0.0,7.0,6.0,2,11.0,2.0,0.0,DEN,39.85,104.67,-7.0,WN
344,9,222.0,3,6,23,12,21,22,17.0,2.0,8.0,2.0,3,6.0,0.0,0.0,DEN,39.85,104.67,-7.0,WN
345,9,197.0,3,6,25,26,21,23,82.0,3.0,-1.0,4.0,6,16.0,7.0,0.0,DAL,32.84,96.85,-6.0,WN
346,9,169.0,3,7,26,4,16,18,125.0,2.0,2.0,9.0,2,16.0,9.0,0.0,JAX,30.49,81.68,-5.0,WN
347,9,213.0,3,7,27,5,16,16,18.0,2.0,2.0,7.0,4,15.0,7.0,0.0,FLL,26.07,80.15,-5.0,WN
348,9,181.0,3,8,32,9,13,14,71.0,0.0,-22.0,8.0,2,15.0,0.0,0.0,SJC,37.36,121.92,-8.0,WN
349,9,218.0,1,1,2,11,12,12,2.0,-2.0,9.0,3.0,2,10.0,2.0,0.0,PHX,33.43,112.01,-7.0,WN
350,9,222.0,1,2,6,14,13,14,24.0,-8.0,5.0,8.0,5,4.0,9.0,0.0,DEN,39.85,104.67,-7.0,WN
351,9,212.0,2,4,16,23,18,19,56.0,1.0,0.0,9.0,5,14.0,9.0,1.0,IAH,29.99,95.33,-6.0,WN
352,9,222.0,3,8,32,14,10,10,-2.0,1.0,8.0,6.0,3,17.0,0.0,0.0,DEN,39.85,104.67,-7.0,WN
353,9,198.0,3,6,25,27,17,18,76.0,0.0,-6.0,8.0,2,17.0,9.0,0.0,SAN,32.73,117.19,-7.0,WN
354,9,223.0,3,7,27,7,14,14,22.0,1.0,6.0,9.0,3,3.0,9.0,0.0,ATL,33.64,84.42,-5.0,WN
355,9,209.0,3,7,27,10,16,17,38.0,1.0,10.0,2.0,3,17.0,7.0,0.0,SLC,40.78,111.97,-7.0,WN
356,9,220.0,3,7,29,25,19,19,27.0,3.0,1.0,6.0,5,36.0,4.0,0.0,MCO,28.41,81.3,-5.0,WN
357,9,222.0,2,3,11,15,18,18,44.0,-5.0,-5.0,9.0,7,19.0,4.0,0.0,DEN,39.85,104.67,-7.0,WN
358,9,200.0,3,8,33,16,22,23,35.0,2.0,0.0,7.0,0,2.0,7.0,0.0,BNA,36.12,86.67,-6.0,WN
359,9,222.0,1,2,5,3,15,15,-7.0,-3.0,-2.0,4.0,6,21.0,7.0,0.0,DEN,39.85,104.67,-7.0,WN
360,9,135.0,3,8,32,12,16,16,7.0,2.0,1.0,7.0,2,17.0,7.0,0.0,TUL,36.19,95.88,-6.0,WN
361,9,219.0,3,7,27,8,8,8,15.0,5.0,-7.0,1.0,3,26.0,2.0,0.0,LAS,36.08,115.15,-8.0,WN
362,9,220.0,3,7,26,4,15,15,4.0,1.0,2.0,8.0,3,21.0,7.0,0.0,MCO,28.41,81.3,-5.0,WN
363,9,218.0,3,6,23,9,20,20,1.0,3.0,1.0,1.0,2,13.0,7.0,0.0,PHX,33.43,112.01,-7.0,WN
364,9,211.0,2,3,11,16,14,15,44.0,1.0,6.0,7.0,3,13.0,7.0,0.0,MIA,25.79,80.27,-5.0,WN
365,9,213.0,3,7,30,27,17,17,-1.0,3.0,3.0,7.0,2,15.0,2.0,0.0,FLL,26.07,80.15,-5.0,WN
366,9,192.0,3,6,24,14,13,13,18.0,0.0,-1.0,6.0,0,34.0,9.0,11.0,PDX,45.58,122.59,-8.0,WN
367,9,135.0,2,4,17,26,14,14,0.0,0.0,-4.0,6.0,5,15.0,4.0,0.0,TUL,36.19,95.88,-6.0,WN
368,9,160.0,3,7,29,21,13,13,13.0,0.0,-1.0,3.0,2,17.0,1.0,0.0,GEG,47.62,117.53,-8.0,WN
369,9,200.0,3,8,33,17,14,14,16.0,1.0,-1.0,8.0,0,9.0,7.0,0.0,BNA,36.12,86.67,-6.0,WN
370,9,203.0,1,2,6,10,20,20,9.0,-5.0,16.0,5.0,3,29.0,9.0,0.0,MDW,41.78,87.75,-6.0,WN
371,9,192.0,3,7,29,21,19,19,20.0,0.0,8.0,6.0,4,31.0,4.0,0.0,PDX,45.58,122.59,-8.0,WN
372,9,208.0,3,6,23,10,14,18,282.0,1.0,2.0,8.0,2,24.0,7.0,0.0,BWI,39.17,76.66,-5.0,WN
373,9,179.0,2,5,19,12,18,18,9.0,0.0,9.0,7.0,8,1.0,9.0,0.0,SAT,29.53,98.46,-6.0,WN
374,9,200.0,3,7,26,2,15,15,8.0,1.0,-4.0,8.0,2,31.0,9.0,0.0,BNA,36.12,86.67,-6.0,WN
375,9,169.0,3,7,27,10,11,11,49.0,1.0,5.0,9.0,2,23.0,7.0,0.0,JAX,30.49,81.68,-5.0,WN
376,9,218.0,3,8,32,15,22,22,19.0,3.0,-1.0,4.0,1,20.0,7.0,0.0,PHX,33.43,112.01,-7.0,WN
377,9,193.0,3,7,29,19,6,6,-1.0,2.0,7.0,8.0,2,10.0,2.0,0.0,RSW,26.53,81.75,-5.0,WN
378,9,217.0,3,7,28,14,18,19,31.0,1.0,2.0,8.0,2,0.0,9.0,0.0,LAX,33.94,118.4,-8.0,WN
